timestamp,Temperature,Humidity,Carbon Monoxide,Nitrogen Dioxide,Dust (PM2.5),Dust (PM10),feels_like,temp_min,temp_max,pressure,wind_speed,wind_deg,rain,clouds_all,hour,timecluster,month,season,dayofweek
2019-09-23 13,18.7171436510142,52.3109196999167,5.62239510975271,19.407524312309,11.3178660739094,15.7843845512642,33.26,28.6,33,1009,3.1,90,0,40,13,2,9,2,2
2019-09-23 14,15.8484427141268,66.535873192436,5.84288097886541,19.3916045606229,11.182703003337,15.6774193548387,35.8,28.6,30.79,1009,0.5,200,0,40,14,2,9,2,2
2019-09-23 15,16.8679822123402,61.7187326292385,6.01222901612007,19.4008365758755,18.153974430239,25.2821011673152,34.62,28.6,29.18,1008,0.5,200,0,40,15,2,9,2,2
2019-09-23 16,17.1664813785436,59.8540856031128,7.95803224013341,19.3846775986659,36.0561423012785,50.2056698165648,35.17,28.71,31,1008,0.5,90,0,40,16,2,9,2,2
2019-09-23 17,16.0321678321678,66.2562237762238,5.62041958041958,19.3821314685315,15.8257342657343,22.0951048951049,34.81,28.84,29.2,1008,0.5,90,0,40,17,3,9,2,2
2019-09-23 18,15.4626444883,68.8553707358331,5.43332393572033,19.3878827177897,21.2007330138145,29.3882153932901,34.73,28.83,29.2,1009,0.5,90,0,40,18,3,9,2,2
2019-09-23 19,14.582081246522,69.0133555926544,5.71563717306622,19.3747662771285,33.8689482470785,47.1343906510851,32.87,27.4,28.34,1010,1.9,114,0,20,19,3,9,2,2
2019-09-23 20,14.3071786310518,70.5075125208681,5.95325542570952,19.3794963828603,39.4421257651642,54.7707289927657,32,27.23,27.47,1011,2.06,105,0,20,20,3,9,2,2
2019-09-23 21,14.1294543429844,73.6912583518931,5.92733853006682,19.3759660356347,25.195434298441,35.4482182628062,31.72,27.24,27.52,1011,2.45,112,0,20,21,3,9,2,2
2019-09-23 22,13.5825458588105,76.277932184547,6.00138966092274,19.3738910505837,24.9541411895497,34.8146192329072,31.66,26.6,26.96,1011,2.44,109,0,20,22,0,9,2,2
2019-09-23 23,13.8286985539488,76.9352057842047,6.03726362625139,19.3883815350389,19.7360956618465,27.5781423804227,31.78,26.6,27.14,1011,2.47,103,0,20,23,0,9,2,2
2019-09-24 00,13.8051767325355,77.3643195101586,6.09156693570832,19.3757528527693,21.0971333147787,29.0993598664069,31.78,26.6,27.13,1011,2.48,99,0,20,0,0,9,2,3
2019-09-24 01,13.5985543508479,78.464553794829,6.55546288573812,19.3810314150681,22.0511537392271,30.820961912705,31.2,26.2,26.93,1011,2.82,99,0,20,1,0,9,2,3
2019-09-24 02,13.3842090631081,78.9329997219905,6.16708368084515,19.3817820405894,24.830414234084,34.8284681679177,31.39,26.2,26.88,1010,2.48,96,0,20,2,0,9,2,3
2019-09-24 03,13.5425472747497,79.146829810901,5.88264738598443,19.3751918798665,26.980255839822,37.757786429366,30.4,25.65,26.2,1010,2.69,94,0,20,3,0,9,2,3
2019-09-24 04,13.2136704640178,79.5001389274799,6.50291747707697,19.3723339816616,25.3959433175882,35.674076132259,32.32,25.71,26.2,1010,0.5,90,0,40,4,0,9,2,3
2019-09-24 05,13.2223149693934,81.0461880912632,6.40178074568726,19.3832470784641,23.7760155815248,33.3544796883695,33.35,26.2,27.26,1010,0.5,90,0,40,5,0,9,2,3
2019-09-24 06,13.3634593993326,80.4716351501669,6.04671857619577,19.3701890989989,16.3823692992214,22.9263070077864,32.22,26.2,28,1012,3.1,110,0,75,6,0,9,2,3
2019-09-24 07,14.3757643135075,76.8004446914953,5.81934408004447,19.3782879377432,9.94357976653697,14.1186770428016,33.64,27.4,29,1012,3.1,110,0,75,7,1,9,2,3
2019-09-24 08,15.9249374478732,70.9494022796775,4.93077564637198,19.3789824854045,7.50403113705866,10.9199332777314,32.72,27.4,29,1012,4.1,120,0,75,8,1,9,2,3
2019-09-24 09,20.3763201778766,53.6617565314063,5.12006670372429,19.3918399110617,7.79766536964981,11.1420233463035,35.21,27.4,29,1012,0.5,90,0,40,9,1,9,2,3
2019-09-24 10,18.1058627396499,57.8771881078077,4.69880522367324,19.4021533759378,8.11058627396499,11.5859961100306,35.84,28.67,29.6,1011,0.5,70,0,40,10,2,9,2,3
2019-09-24 11,19.0466796332315,54.2386774103918,4.86885245901639,19.4053764934704,13.1472631286468,18.3862183939983,33.61,29,29.7,1011,4.1,80,0.86,75,11,2,9,2,3
2019-09-24 12,15.2979137691238,71.6848400556328,5.41724617524339,19.3935215577191,8.39443671766342,11.8803894297636,35.7,29.6,30.13,1011,2.6,100,0.91,75,12,2,9,2,3
2019-09-24 13,14.9424680377988,77.5705947748749,5.98749305169539,19.3867398554753,13.4113396331295,18.5075041689828,33.32,26,30,1010,2.6,100,0.72,75,13,2,9,2,3
2019-09-24 14,16.3496386881601,67.0822679266259,5.81934408004447,19.3853307392996,8.33212896053363,11.8176764869372,37.24,26,32.22,1003,1,180,0.47,90,14,2,9,2,3
2019-09-24 15,15.6381322957198,71.0617009449694,6.13090605892162,19.3706392440245,6.56809338521401,9.21095052807115,32.26,26,26.65,1009,1,180,0.11,90,15,2,9,2,3
2019-09-24 16,13.6851028349083,76.1598110061145,5.98054474708171,19.3599805447471,3.42356864924958,5.01862145636465,31.43,25.2,29,1008,3.49,107,1.5,90,16,2,9,2,3
2019-09-24 17,12.6974159488747,78.1492081133648,6.3350930814115,19.3670464017783,4.19338705195888,5.7379827729925,31.62,25.2,29,1009,3.46,108,1.5,90,17,3,9,2,3
2019-09-24 18,12.9335372636263,78.7177419354839,6.28921023359288,19.3780784204672,13.008064516129,18.3309232480534,30.25,25.2,26.65,1010,3.58,123,3.11,90,18,3,9,2,3
2019-09-24 19,12.7793831619894,77.973048068908,6.13642678521812,19.3635204223395,13.8485690469575,19.5984995832176,31.61,25.6,26.29,1012,1,140,0,40,19,3,9,2,3
2019-09-24 20,13.1238864142539,77.9234409799555,5.95768374164811,19.3764448775056,20.1069042316258,28.1712138084632,30.91,25.38,25.6,1012,1,140,0,40,20,3,9,2,3
2019-09-24 21,13.1937099916504,77.1118842193153,5.96604508767047,19.3659059281937,16.7603673810186,23.8483161703312,31,25.5,25.6,1012,1,140,0,40,21,3,9,2,3
2019-09-24 22,12.9004184100418,76.38940027894,6.15871687587169,19.3640557880056,11.2354253835425,15.9952580195258,26.82,24.8,25.25,1013,5.7,100,0.66,75,22,0,9,2,3
2019-09-24 23,12.3612813370474,79.7423398328691,7.42339832869081,19.3764930362117,13.4961002785515,18.966573816156,30.23,24.8,25.12,1012,1,140,1.44,90,23,0,9,2,3
2019-09-25 00,12.2187412587413,81.459020979021,6.87552447552448,19.3520615384615,12.2058741258741,17.2766433566434,30.24,24.8,25.18,1012,1,140,1.12,90,0,0,9,2,4
2019-09-25 01,12.0964566929134,82.3191788526434,6.10404949381327,19.3617829021372,11.0511811023622,15.679696287964,25.89,24,25.15,1011,5.7,130,1.34,90,1,0,9,2,4
2019-09-25 02,11.7529677784059,82.5785754663652,7.18965517241379,19.3642905596382,4.54861503674392,6.54070096099491,26.33,24,25.14,1011,5.1,120,1.32,75,2,0,9,2,4
2019-09-25 03,12.1043405676127,82.0637173066222,8.01530328324986,19.3474540901503,16.378408458542,23.1844741235392,26.75,24,25.75,1011,5.1,120,0.79,75,3,0,9,2,4
2019-09-29 08,13.7521419828641,76.8059975520196,5.7906976744186,19.4001958384333,38.2533659730722,53.3329253365973,27.2,24.81,25.11,1015,5.1,140,1.07,90,8,1,9,2,1
2019-09-29 09,14.3346501128668,72.693848758465,6.21472911963883,19.403651241535,16.4523137697517,23.0750564334086,27.11,24.99,26,1015,5.1,160,0,90,9,1,9,2,1
2019-09-29 10,15.5361512791991,67.8623470522803,5.66323692992214,19.4027474972191,23.8993325917686,33.4491101223582,28.53,25.78,28,1015,5.1,150,0,90,10,2,9,2,1
2019-09-29 11,16.5788156797331,62.6719488462608,6.45176536002224,19.4182012788435,17.7789824854045,25.0628301362246,28.84,26.58,28,1014,5.1,160,0,75,11,2,9,2,1
2019-09-29 12,16.9066147859922,62.4382990550306,6.20872707059478,19.3998249027237,21.3549193996665,29.9213451917732,32.91,26.6,27.16,1014,1,140,0,40,12,2,9,2,1
2019-09-29 13,15.9435483870968,65.4835928809789,6.54505005561735,19.4135956618465,13.563681868743,19.1298665183537,30.46,27.03,29.44,1008,5.1,160,0,75,13,2,9,2,1
2019-09-29 14,16.2835281023929,65.1087924318308,5.1471897607123,19.4037089593767,15.8333333333333,22.1661101836394,33.53,27.01,27.6,1011,0.5,140,0,75,14,2,9,2,1
2019-09-29 15,15.889043381535,67.289766407119,6.47691879866518,19.4080033370412,17.5166852057842,24.2725250278087,34.22,27.6,28.31,1011,0.5,140,0,75,15,2,9,2,1
2019-09-29 16,14.6415830546265,69.4841137123746,6.70401337792642,19.395005574136,21.2249163879599,29.4882943143813,33.49,26.8,28,1010,0.5,140,0,40,16,2,9,2,1
2019-09-29 17,14.2534037232565,73.3889969435954,5.9974993053626,19.3958738538483,25.6293414837455,35.6098916365657,33.36,26.8,28,1010,0.5,140,0,40,17,3,9,2,1
